imu,t,o,r,p,y,temp,press,alt
IMU2,21.48,1,65.47,9.83,87.06,25.3,103479.0,177.81
IMU3,21.48,1,-108.49,-1.84,-67.98,26.1,103560.0,184.44
IMU1,21.49,1,-134.4,-9.17,0.56,25.5,103314.0,164.29
IMU2,21.49,1,64.97,9.84,87.16,25.3,103479.0,177.81
IMU3,21.49,1,-108.37,-2.0,-67.71,26.1,103560.0,184.44
IMU1,21.5,1,-135.39,-9.0,1.32,25.5,103314.0,164.29
IMU2,21.5,1,64.49,9.85,87.25,25.3,103479.0,177.81
IMU3,21.5,1,-108.24,-2.16,-67.45,26.1,103560.0,184.44
IMU1,21.51,1,-135.18,-9.04,1.91,25.6,103322.0,164.95
IMU2,21.51,1,64.0,9.85,87.35,25.4,103483.0,178.13
IMU3,21.51,1,-108.11,-2.31,-67.19,26.0,103559.0,184.35
IMU1,21.52,1,-136.28,-6.84,4.66,25.6,103322.0,164.95
IMU2,21.52,1,63.53,9.86,87.45,25.4,103483.0,178.13
IMU3,21.52,1,-107.99,-2.46,-66.95,26.0,103559.0,184.35
IMU1,21.53,1,-137.1,-4.95,6.29,25.6,103322.0,164.95
IMU2,21.53,1,63.06,9.86,87.54,25.4,103483.0,178.13
IMU3,21.53,1,-107.86,-2.6,-66.7,26.0,103559.0,184.35
IMU1,21.54,1,-137.87,-4.38,5.72,25.6,103322.0,164.95
IMU2,21.54,1,62.6,9.86,87.64,25.4,103483.0,178.13
IMU3,21.54,1,-107.74,-2.74,-66.46,26.0,103559.0,184.35
IMU1,21.55,1,-137.22,-8.06,0.83,25.6,103322.0,164.95
IMU2,21.55,1,62.13,9.85,87.73,25.4,103483.0,178.13
IMU3,21.55,1,-107.62,-2.87,-66.22,26.0,103559.0,184.35
IMU1,21.56,1,-136.71,-11.21,-1.4,25.6,103322.0,164.95
IMU2,21.56,1,61.67,9.84,87.81,25.4,103483.0,178.13
IMU3,21.56,1,-107.5,-3.0,-65.98,26.0,103559.0,184.35
IMU1,21.57,1,-137.28,-12.47,-2.54,25.6,103322.0,164.95
IMU2,21.57,1,61.21,9.83,87.91,25.4,103483.0,178.13
IMU3,21.57,1,-107.38,-3.13,-65.75,26.0,103559.0,184.35
IMU1,21.58,1,-137.88,-13.39,-2.78,25.6,103322.0,164.95
IMU2,21.58,1,60.78,9.83,88.0,25.4,103483.0,178.13
IMU3,21.58,1,-107.27,-3.25,-65.52,26.0,103559.0,184.35
IMU1,21.59,1,-137.28,-15.85,-4.28,25.6,103322.0,164.95
IMU2,21.59,1,60.34,9.83,88.1,25.4,103483.0,178.13
IMU3,21.59,1,-107.15,-3.36,-65.3,26.0,103559.0,184.35
IMU1,21.6,1,-136.94,-16.22,-4.04,25.6,103322.0,164.95
IMU2,21.6,1,59.92,9.82,88.2,25.4,103483.0,178.13
IMU3,21.6,1,-107.04,-3.48,-65.09,26.0,103559.0,184.35
IMU1,21.61,1,-137.95,-15.88,-2.95,25.6,103312.0,164.13
IMU2,21.61,1,59.5,9.82,88.29,25.4,103475.0,177.48
IMU3,21.61,1,-106.92,-3.59,-64.87,26.1,103561.0,184.52
IMU1,21.62,1,-142.19,-10.86,-0.98,25.6,103312.0,164.13
IMU2,21.62,1,59.09,9.81,88.39,25.4,103475.0,177.48
IMU3,21.62,1,-106.81,-3.7,-64.65,26.1,103561.0,184.52
IMU1,21.63,1,-145.15,-5.87,4.33,25.6,103312.0,164.13
IMU2,21.63,1,58.68,9.81,88.49,25.4,103475.0,177.48
IMU3,21.63,1,-106.7,-3.8,-64.45,26.1,103561.0,184.52
IMU1,21.64,1,-146.83,-4.1,5.77,25.6,103312.0,164.13
IMU2,21.64,1,58.28,9.8,88.58,25.4,103475.0,177.48
IMU3,21.64,1,-106.6,-3.91,-64.24,26.1,103561.0,184.52
IMU1,21.65,1,-144.7,-10.77,0.41,25.6,103312.0,164.13
IMU2,21.65,1,57.88,9.8,88.68,25.4,103475.0,177.48
IMU3,21.65,1,-106.49,-4.01,-64.03,26.1,103561.0,184.52
IMU1,21.66,1,-145.38,-11.02,0.27,25.6,103312.0,164.13
IMU2,21.66,1,57.49,9.79,88.78,25.4,103475.0,177.48
IMU3,21.66,1,-106.39,-4.1,-63.84,26.1,103561.0,184.52
IMU1,21.67,1,-145.88,-11.81,-0.1,25.6,103312.0,164.13
IMU2,21.67,1,57.11,9.79,88.88,25.4,103475.0,177.48
IMU3,21.67,1,-106.28,-4.19,-63.64,26.1,103561.0,184.52
IMU1,21.68,1,-146.28,-12.61,0.04,25.6,103312.0,164.13
IMU2,21.68,1,56.73,9.78,88.97,25.4,103475.0,177.48
IMU3,21.68,1,-106.18,-4.27,-63.45,26.1,103561.0,184.52
IMU1,21.69,1,-144.12,-16.39,-1.99,25.6,103312.0,164.13
IMU2,21.69,1,56.36,9.77,89.07,25.4,103475.0,177.48
IMU3,21.69,1,-106.08,-4.36,-63.26,26.1,103561.0,184.52
IMU1,21.7,1,-145.61,-13.93,0.13,25.6,103312.0,164.13
IMU2,21.7,1,55.99,9.76,89.17,25.4,103475.0,177.48
IMU3,21.7,1,-105.98,-4.44,-63.08,26.1,103561.0,184.52
IMU1,21.71,1,-146.4,-13.58,0.64,25.6,103322.0,164.95
IMU2,21.71,1,55.63,9.75,89.27,25.4,103484.0,178.22
IMU3,21.71,1,-105.88,-4.52,-62.89,26.0,103562.0,184.6
IMU1,21.72,1,-149.62,-8.72,4.12,25.6,103322.0,164.95
IMU2,21.72,1,55.27,9.75,89.37,25.4,103484.0,178.22
IMU3,21.72,1,-105.79,-4.59,-62.71,26.0,103562.0,184.6
IMU1,21.73,1,-147.29,-14.09,2.23,25.6,103322.0,164.95
IMU2,21.73,1,54.92,9.74,89.47,25.4,103484.0,178.22
IMU3,21.73,1,-105.69,-4.66,-62.54,26.0,103562.0,184.6
IMU1,21.74,1,-147.72,-16.28,1.18,25.6,103322.0,164.95
IMU2,21.74,1,54.57,9.73,89.57,25.4,103484.0,178.22
IMU3,21.74,1,-105.6,-4.73,-62.37,26.0,103562.0,184.6
IMU1,21.75,1,-148.15,-16.45,1.35,25.6,103322.0,164.95
IMU2,21.75,1,54.23,9.72,89.67,25.4,103484.0,178.22
IMU3,21.75,1,-105.5,-4.8,-62.2,26.0,103562.0,184.6
IMU1,21.76,1,-148.15,-17.08,1.54,25.6,103322.0,164.95
IMU2,21.76,1,53.89,9.7,89.77,25.4,103484.0,178.22
IMU3,21.76,1,-105.41,-4.87,-62.03,26.0,103562.0,184.6
IMU1,21.77,1,-144.47,-22.14,-1.46,25.6,103322.0,164.95
IMU2,21.77,1,53.56,9.69,89.87,25.4,103484.0,178.22
IMU3,21.77,1,-105.32,-4.93,-61.86,26.0,103562.0,184.6
IMU1,21.78,1,-146.9,-19.1,0.76,25.6,103322.0,164.95
IMU2,21.78,1,53.24,9.68,89.97,25.4,103484.0,178.22
IMU3,21.78,1,-105.23,-4.99,-61.69,26.0,103562.0,184.6
IMU1,21.79,1,-147.51,-18.58,0.97,25.6,103322.0,164.95
IMU2,21.79,1,52.92,9.67,90.08,25.4,103484.0,178.22
IMU3,21.79,1,-105.14,-5.05,-61.53,26.0,103562.0,184.6
IMU1,21.8,1,-148.95,-18.27,0.37,25.6,103322.0,164.95
IMU2,21.8,1,52.6,9.66,90.18,25.4,103484.0,178.22
IMU3,21.8,1,-105.05,-5.1,-61.37,26.0,103562.0,184.6
IMU1,21.81,1,-153.35,-12.63,3.77,25.7,103318.0,164.62
IMU2,21.81,1,52.29,9.65,90.28,25.4,103482.0,178.05
IMU3,21.81,1,-104.97,-5.16,-61.21,26.0,103561.0,184.52
IMU1,21.82,1,-153.96,-13.27,3.42,25.7,103318.0,164.62
IMU2,21.82,1,51.98,9.64,90.39,25.4,103482.0,178.05
IMU3,21.82,1,-104.89,-5.21,-61.06,26.0,103561.0,184.52
IMU1,21.83,1,-154.37,-13.89,3.19,25.7,103318.0,164.62
IMU2,21.83,1,51.68,9.62,90.49,25.4,103482.0,178.05
IMU3,21.83,1,-104.8,-5.26,-60.91,26.0,103561.0,184.52
IMU1,21.84,1,-154.68,-14.24,3.26,25.7,103318.0,164.62
IMU2,21.84,1,51.38,9.61,90.59,25.4,103482.0,178.05
IMU3,21.84,1,-104.72,-5.3,-60.76,26.0,103561.0,184.52
IMU1,21.85,1,-153.21,-17.46,2.2,25.7,103318.0,164.62
IMU2,21.85,1,51.09,9.6,90.7,25.4,103482.0,178.05
IMU3,21.85,1,-104.63,-5.35,-60.61,26.0,103561.0,184.52
IMU1,21.86,1,-154.37,-15.22,3.82,25.7,103318.0,164.62
IMU2,21.86,1,50.8,9.59,90.8,25.4,103482.0,178.05
IMU3,21.86,1,-104.55,-5.39,-60.46,26.0,103561.0,184.52
IMU1,21.87,1,-154.91,-14.95,3.93,25.7,103318.0,164.62
IMU2,21.87,1,50.52,9.58,90.91,25.4,103482.0,178.05
IMU3,21.87,1,-104.47,-5.43,-60.32,26.0,103561.0,184.52
IMU1,21.88,1,-156.26,-14.53,3.14,25.7,103318.0,164.62
IMU2,21.88,1,50.25,9.56,91.02,25.4,103482.0,178.05
IMU3,21.88,1,-104.4,-5.47,-60.18,26.0,103561.0,184.52
IMU1,21.89,1,-159.07,-9.88,5.19,25.7,103318.0,164.62
IMU2,21.89,1,49.97,9.55,91.12,25.4,103482.0,178.05
IMU3,21.89,1,-104.32,-5.5,-60.04,26.0,103561.0,184.52
IMU1,21.9,1,-160.33,-8.44,5.61,25.7,103318.0,164.62
IMU2,21.9,1,49.7,9.54,91.23,25.4,103482.0,178.05
IMU3,21.9,1,-104.25,-5.53,-59.92,26.0,103561.0,184.52
IMU1,21.91,1,-158.49,-13.87,3.26,25.7,103313.0,164.21
IMU2,21.91,1,49.43,9.53,91.34,25.4,103482.0,178.05
IMU3,21.91,1,-104.18,-5.56,-59.78,26.0,103554.0,183.94
IMU1,21.92,1,-158.61,-14.81,3.33,25.7,103313.0,164.21
IMU2,21.92,1,49.17,9.52,91.45,25.4,103482.0,178.05
IMU3,21.92,1,-104.1,-5.59,-59.64,26.0,103554.0,183.94
IMU1,21.93,1,-157.26,-17.99,2.01,25.7,103313.0,164.21
IMU2,21.93,1,48.91,9.5,91.56,25.4,103482.0,178.05
IMU3,21.93,1,-104.03,-5.62,-59.51,26.0,103554.0,183.94
IMU1,21.94,1,-158.81,-15.75,3.39,25.7,103313.0,164.21
IMU2,21.94,1,48.66,9.49,91.66,25.4,103482.0,178.05
IMU3,21.94,1,-103.95,-5.65,-59.38,26.0,103554.0,183.94
IMU1,21.95,1,-159.24,-15.96,3.49,25.7,103313.0,164.21
IMU2,21.95,1,48.41,9.48,91.77,25.4,103482.0,178.05
IMU3,21.95,1,-103.88,-5.67,-59.26,26.0,103554.0,183.94
IMU1,21.96,1,-159.92,-15.98,3.64,25.7,103313.0,164.21
IMU2,21.96,1,48.16,9.46,91.88,25.4,103482.0,178.05
IMU3,21.96,1,-103.81,-5.69,-59.14,26.0,103554.0,183.94
IMU1,21.97,1,-161.83,-13.76,3.7,25.7,103313.0,164.21
IMU2,21.97,1,47.92,9.45,91.99,25.4,103482.0,178.05
IMU3,21.97,1,-103.74,-5.72,-59.01,26.0,103554.0,183.94
IMU1,21.98,1,-161.46,-16.26,3.38,25.7,103313.0,164.21
IMU2,21.98,1,47.68,9.44,92.11,25.4,103482.0,178.05
IMU3,21.98,1,-103.68,-5.74,-58.88,26.0,103554.0,183.94
IMU1,21.99,1,-161.91,-16.33,3.72,25.7,103313.0,164.21
IMU2,21.99,1,47.42,9.42,92.22,25.4,103482.0,178.05
IMU3,21.99,1,-103.61,-5.76,-58.75,26.0,103554.0,183.94
IMU1,22.0,1,-162.15,-16.59,3.95,25.7,103313.0,164.21
IMU2,22.0,1,47.18,9.4,92.33,25.4,103482.0,178.05
IMU3,22.0,1,-103.54,-5.78,-58.63,26.0,103554.0,183.94
IMU1,22.01,1,-162.18,-16.87,4.13,25.7,103321.0,164.87
IMU2,22.01,1,46.95,9.39,92.44,25.4,103486.0,178.38
IMU3,22.01,1,-103.48,-5.79,-58.52,26.0,103560.0,184.44
IMU1,22.02,1,-164.0,-13.99,5.08,25.7,103321.0,164.87
IMU2,22.02,1,46.73,9.37,92.55,25.4,103486.0,178.38
IMU3,22.02,1,-103.41,-5.81,-58.4,26.0,103560.0,184.44
IMU1,22.03,1,-164.25,-14.36,5.1,25.7,103321.0,164.87
IMU2,22.03,1,46.51,9.36,92.67,25.4,103486.0,178.38
IMU3,22.03,1,-103.35,-5.82,-58.29,26.0,103560.0,184.44
IMU1,22.04,1,-164.32,-14.31,5.14,25.7,103321.0,164.87
IMU2,22.04,1,46.3,9.34,92.78,25.4,103486.0,178.38
IMU3,22.04,1,-103.28,-5.83,-58.18,26.0,103560.0,184.44
IMU1,22.05,1,-164.3,-14.7,5.08,25.7,103321.0,164.87
IMU2,22.05,1,46.08,9.33,92.89,25.4,103486.0,178.38
IMU3,22.05,1,-103.22,-5.84,-58.07,26.0,103560.0,184.44
IMU1,22.06,1,-164.15,-14.92,4.97,25.7,103321.0,164.87
IMU2,22.06,1,45.87,9.32,93.0,25.4,103486.0,178.38
IMU3,22.06,1,-103.15,-5.85,-57.96,26.0,103560.0,184.44
IMU1,22.07,1,-163.93,-14.31,4.84,25.7,103321.0,164.87
IMU2,22.07,1,45.67,9.3,93.12,25.4,103486.0,178.38
IMU3,22.07,1,-103.09,-5.86,-57.85,26.0,103560.0,184.44
IMU1,22.08,1,-163.76,-12.63,4.92,25.7,103321.0,164.87
IMU2,22.08,1,45.47,9.29,93.23,25.4,103486.0,178.38
IMU3,22.08,1,-103.03,-5.86,-57.74,26.0,103560.0,184.44
IMU1,22.09,1,-162.26,-11.03,5.91,25.7,103321.0,164.87
IMU2,22.09,1,45.27,9.28,93.35,25.4,103486.0,178.38
IMU3,22.09,1,-102.97,-5.87,-57.64,26.0,103560.0,184.44
IMU1,22.1,1,-159.95,-9.84,6.89,25.7,103321.0,164.87
IMU2,22.1,1,45.07,9.26,93.46,25.4,103486.0,178.38
IMU3,22.1,1,-102.91,-5.87,-57.54,26.0,103560.0,184.44
IMU1,22.11,1,-157.45,-8.96,7.55,25.7,103315.0,164.38
IMU2,22.11,1,44.88,9.25,93.58,25.4,103485.0,178.3
IMU3,22.11,1,-102.85,-5.87,-57.44,26.0,103554.0,183.94
IMU1,22.12,1,-155.76,-7.65,6.66,25.7,103315.0,164.38
IMU2,22.12,1,44.69,9.24,93.7,25.4,103485.0,178.3
IMU3,22.12,1,-102.79,-5.87,-57.33,26.0,103554.0,183.94
IMU1,22.13,1,-155.28,-7.32,5.62,25.7,103315.0,164.38
IMU2,22.13,1,44.5,9.23,93.81,25.4,103485.0,178.3
IMU3,22.13,1,-102.74,-5.87,-57.24,26.0,103554.0,183.94
IMU1,22.14,1,-155.02,-7.54,4.67,25.7,103315.0,164.38
IMU2,22.14,1,44.32,9.21,93.93,25.4,103485.0,178.3
IMU3,22.14,1,-102.68,-5.87,-57.15,26.0,103554.0,183.94
IMU1,22.15,1,-154.17,-7.6,4.23,25.7,103315.0,164.38
IMU2,22.15,1,44.14,9.2,94.05,25.4,103485.0,178.3
IMU3,22.15,1,-102.62,-5.87,-57.05,26.0,103554.0,183.94
IMU1,22.16,1,-154.18,-7.62,3.98,25.7,103315.0,164.38
IMU2,22.16,1,43.96,9.19,94.17,25.4,103485.0,178.3
IMU3,22.16,1,-102.56,-5.87,-56.95,26.0,103554.0,183.94
IMU1,22.17,1,-153.74,-7.57,3.78,25.7,103315.0,164.38
IMU2,22.17,1,43.79,9.18,94.28,25.4,103485.0,178.3
IMU3,22.17,1,-102.51,-5.87,-56.86,26.0,103554.0,183.94
IMU1,22.18,1,-153.32,-7.5,3.62,25.7,103315.0,164.38
IMU2,22.18,1,43.62,9.16,94.4,25.4,103485.0,178.3
IMU3,22.18,1,-102.45,-5.87,-56.76,26.0,103554.0,183.94
IMU1,22.19,1,-152.87,-7.41,3.48,25.7,103315.0,164.38
IMU2,22.19,1,43.45,9.15,94.52,25.4,103485.0,178.3
IMU3,22.19,1,-102.4,-5.87,-56.67,26.0,103554.0,183.94
IMU1,22.2,1,-152.4,-7.32,3.33,25.7,103315.0,164.38
IMU2,22.2,1,43.28,9.14,94.64,25.4,103485.0,178.3
IMU3,22.2,1,-102.35,-5.86,-56.58,26.0,103554.0,183.94
IMU1,22.21,1,-151.93,-7.22,3.2,25.7,103319.0,164.7
IMU2,22.21,1,43.12,9.13,94.76,25.4,103482.0,178.05
IMU3,22.21,1,-102.3,-5.85,-56.49,26.1,103559.0,184.35
IMU1,22.22,1,-151.41,-7.12,3.07,25.7,103319.0,164.7
IMU2,22.22,1,42.96,9.11,94.88,25.4,103482.0,178.05
IMU3,22.22,1,-102.25,-5.85,-56.4,26.1,103559.0,184.35
IMU1,22.23,1,-150.9,-7.02,2.95,25.7,103319.0,164.7
IMU2,22.23,1,42.8,9.1,95.0,25.4,103482.0,178.05
IMU3,22.23,1,-102.2,-5.84,-56.31,26.1,103559.0,184.35
IMU1,22.24,1,-150.39,-6.92,2.83,25.7,103319.0,164.7
IMU2,22.24,1,42.65,9.09,95.12,25.4,103482.0,178.05
IMU3,22.24,1,-102.15,-5.83,-56.23,26.1,103559.0,184.35
IMU1,22.25,1,-149.88,-6.82,2.71,25.7,103319.0,164.7
IMU2,22.25,1,42.5,9.08,95.24,25.4,103482.0,178.05
IMU3,22.25,1,-102.1,-5.81,-56.15,26.1,103559.0,184.35
IMU1,22.26,1,-149.37,-6.72,2.59,25.7,103319.0,164.7
IMU2,22.26,1,42.35,9.06,95.36,25.4,103482.0,178.05
IMU3,22.26,1,-102.05,-5.8,-56.07,26.1,103559.0,184.35
IMU1,22.27,1,-148.87,-6.63,2.48,25.7,103319.0,164.7
IMU2,22.27,1,42.22,9.06,95.48,25.4,103482.0,178.05
IMU3,22.27,1,-102.0,-5.79,-55.99,26.1,103559.0,184.35
IMU1,22.28,1,-148.37,-6.53,2.36,25.7,103319.0,164.7
IMU2,22.28,1,41.86,9.03,95.61,25.4,103482.0,178.05
IMU3,22.28,1,-101.96,-5.78,-55.91,26.1,103559.0,184.35
IMU1,22.29,1,-147.87,-6.43,2.26,25.7,103319.0,164.7
IMU2,22.29,1,41.62,9.02,95.74,25.4,103482.0,178.05
IMU3,22.29,1,-101.91,-5.76,-55.83,26.1,103559.0,184.35
IMU1,22.3,1,-147.38,-6.34,2.15,25.7,103319.0,164.7
IMU2,22.3,1,41.51,9.03,95.85,25.4,103482.0,178.05
IMU3,22.3,1,-101.86,-5.75,-55.75,26.1,103559.0,184.35
IMU1,22.31,1,-146.88,-6.24,2.05,25.7,103318.0,164.62
IMU2,22.31,1,40.85,9.09,95.94,25.4,103475.0,177.48
IMU3,22.31,1,-101.82,-5.73,-55.67,26.1,103563.0,184.68
IMU1,22.32,1,-146.39,-6.15,1.95,25.7,103318.0,164.62
IMU2,22.32,1,40.29,9.15,96.09,25.4,103475.0,177.48
IMU3,22.32,1,-101.78,-5.72,-55.59,26.1,103563.0,184.68
IMU1,22.33,1,-145.9,-6.06,1.85,25.7,103318.0,164.62
IMU2,22.33,1,39.8,9.19,96.22,25.4,103475.0,177.48
IMU3,22.33,1,-101.74,-5.71,-55.51,26.1,103563.0,184.68
IMU1,22.34,1,-145.41,-5.97,1.75,25.7,103318.0,164.62
IMU2,22.34,1,39.46,9.23,96.35,25.4,103475.0,177.48
IMU3,22.34,1,-101.7,-5.69,-55.43,26.1,103563.0,184.68
IMU1,22.35,1,-144.92,-5.88,1.66,25.7,103318.0,164.62
IMU2,22.35,1,39.56,9.23,96.46,25.4,103475.0,177.48
IMU3,22.35,1,-101.65,-5.68,-55.36,26.1,103563.0,184.68
IMU1,22.36,1,-144.44,-5.79,1.57,25.7,103318.0,164.62
IMU2,22.36,1,40.08,9.23,96.53,25.4,103475.0,177.48
IMU3,22.36,1,-101.61,-5.67,-55.28,26.1,103563.0,184.68
IMU1,22.37,1,-143.96,-5.71,1.48,25.7,103318.0,164.62
IMU2,22.37,1,39.88,9.26,96.57,25.4,103475.0,177.48
IMU3,22.37,1,-101.58,-5.65,-55.2,26.1,103563.0,184.68
IMU1,22.38,1,-143.48,-5.63,1.39,25.7,103318.0,164.62
IMU2,22.38,1,39.66,9.31,96.68,25.4,103475.0,177.48
IMU3,22.38,1,-101.54,-5.63,-55.13,26.1,103563.0,184.68
IMU1,22.39,1,-143.01,-5.54,1.3,25.7,103318.0,164.62
IMU2,22.39,1,39.64,9.32,96.8,25.4,103475.0,177.48
IMU3,22.39,1,-101.5,-5.62,-55.05,26.1,103563.0,184.68
IMU1,22.4,1,-142.54,-5.46,1.22,25.7,103318.0,164.62
IMU2,22.4,1,39.53,9.36,96.93,25.4,103475.0,177.48
IMU3,22.4,1,-101.46,-5.6,-54.98,26.1,103563.0,184.68
IMU1,22.41,1,-142.07,-5.38,1.14,25.7,103316.0,164.46
IMU2,22.41,1,39.39,9.39,97.06,25.5,103480.0,177.89
IMU3,22.41,1,-101.42,-5.58,-54.91,26.1,103558.0,184.27
IMU1,22.42,1,-141.6,-5.3,1.06,25.7,103316.0,164.46
IMU2,22.42,1,39.25,9.43,97.2,25.5,103480.0,177.89
IMU3,22.42,1,-101.38,-5.56,-54.84,26.1,103558.0,184.27
IMU1,22.43,1,-141.13,-5.22,0.98,25.7,103316.0,164.46
IMU2,22.43,1,39.1,9.46,97.34,25.5,103480.0,177.89
IMU3,22.43,1,-101.32,-5.55,-54.76,26.1,103558.0,184.27
IMU1,22.44,1,-140.67,-5.15,0.91,25.7,103316.0,164.46
IMU2,22.44,1,38.96,9.49,97.47,25.5,103480.0,177.89
IMU3,22.44,1,-101.27,-5.54,-54.7,26.1,103558.0,184.27
IMU1,22.45,1,-140.21,-5.07,0.83,25.7,103316.0,164.46
IMU2,22.45,1,38.83,9.52,97.61,25.5,103480.0,177.89
IMU3,22.45,1,-101.23,-5.52,-54.64,26.1,103558.0,184.27
IMU1,22.46,1,-139.75,-4.99,0.76,25.7,103316.0,164.46
IMU2,22.46,1,38.69,9.55,97.74,25.5,103480.0,177.89
IMU3,22.46,1,-101.19,-5.5,-54.57,26.1,103558.0,184.27
IMU1,22.47,1,-139.31,-4.92,0.69,25.7,103316.0,164.46
IMU2,22.47,1,38.56,9.58,97.88,25.5,103480.0,177.89
IMU3,22.47,1,-101.16,-5.48,-54.51,26.1,103558.0,184.27
IMU1,22.48,1,-138.89,-4.84,0.62,25.7,103316.0,164.46
IMU2,22.48,1,38.43,9.61,98.02,25.5,103480.0,177.89
IMU3,22.48,1,-101.12,-5.48,-54.45,26.1,103558.0,184.27
IMU1,22.49,1,-138.48,-4.77,0.55,25.7,103316.0,164.46
IMU2,22.49,1,38.31,9.63,98.15,25.5,103480.0,177.89
IMU3,22.49,1,-101.51,-5.35,-54.31,26.1,103558.0,184.27
IMU1,22.5,1,-138.08,-4.7,0.48,25.7,103316.0,164.46
IMU2,22.5,1,38.18,9.66,98.29,25.5,103480.0,177.89
IMU3,22.5,1,-101.75,-4.99,-53.51,26.1,103558.0,184.27
IMU1,22.51,1,-137.68,-4.62,0.4,25.8,103322.0,164.95
IMU2,22.51,1,38.06,9.68,98.42,25.4,103470.0,177.07
IMU3,22.51,1,-103.32,-3.84,-52.76,26.0,103559.0,184.35
IMU1,22.52,1,-137.26,-4.59,0.32,25.8,103322.0,164.95
IMU2,22.52,1,37.94,9.7,98.56,25.4,103470.0,177.07
IMU3,22.52,1,-104.39,-4.0,-53.82,26.0,103559.0,184.35
IMU1,22.53,1,-136.61,-4.58,0.23,25.8,103322.0,164.95
IMU2,22.53,1,37.82,9.72,98.69,25.4,103470.0,177.07
IMU3,22.53,1,-105.96,-4.83,-55.3,26.0,103559.0,184.35
IMU1,22.54,1,-136.42,-4.56,0.17,25.8,103322.0,164.95
IMU2,22.54,1,37.7,9.74,98.83,25.4,103470.0,177.07
IMU3,22.54,1,-107.87,-5.93,-56.16,26.0,103559.0,184.35
IMU1,22.55,1,-136.15,-4.52,0.1,25.8,103322.0,164.95
IMU2,22.55,1,37.58,9.76,98.96,25.4,103470.0,177.07
IMU3,22.55,1,-109.95,-7.1,-56.67,26.0,103559.0,184.35
IMU1,22.56,1,-135.65,-4.46,0.04,25.8,103322.0,164.95
IMU2,22.56,1,37.47,9.78,99.1,25.4,103470.0,177.07
IMU3,22.56,1,-111.52,-7.91,-56.0,26.0,103559.0,184.35
IMU1,22.57,1,-135.32,-4.4,-0.0,25.8,103322.0,164.95
IMU2,22.57,1,37.36,9.79,99.23,25.4,103470.0,177.07
IMU3,22.57,1,-113.21,-8.86,-56.09,26.0,103559.0,184.35
IMU1,22.58,1,-134.98,-4.35,-0.06,25.8,103322.0,164.95
IMU2,22.58,1,37.26,9.81,99.36,25.4,103470.0,177.07
IMU3,22.58,1,-114.77,-10.71,-56.77,26.0,103559.0,184.35
IMU1,22.59,1,-134.67,-4.3,-0.12,25.8,103322.0,164.95
IMU2,22.59,1,37.15,9.82,99.5,25.4,103470.0,177.07
IMU3,22.59,1,-115.89,-12.82,-57.53,26.0,103559.0,184.35
IMU1,22.6,1,-134.31,-4.25,-0.17,25.8,103322.0,164.95
IMU2,22.6,1,37.05,9.84,99.63,25.4,103470.0,177.07
IMU3,22.6,1,-116.39,-12.44,-55.45,26.0,103559.0,184.35
IMU1,22.61,1,-134.08,-4.17,-0.17,25.8,103317.0,164.54
IMU2,22.61,1,36.95,9.85,99.77,25.4,103475.0,177.48
IMU3,22.61,1,-118.01,-12.54,-54.58,26.1,103558.0,184.27
IMU1,22.62,1,-133.77,-4.13,-0.21,25.8,103317.0,164.54
IMU2,22.62,1,36.85,9.86,99.9,25.4,103475.0,177.48
IMU3,22.62,1,-118.66,-12.36,-53.81,26.1,103558.0,184.27
IMU1,22.63,1,-133.43,-4.07,-0.25,25.8,103317.0,164.54
IMU2,22.63,1,36.75,9.87,100.04,25.4,103475.0,177.48
IMU3,22.63,1,-119.73,-12.19,-53.21,26.1,103558.0,184.27
IMU1,22.64,1,-133.06,-4.02,-0.29,25.8,103317.0,164.54
IMU2,22.64,1,36.65,9.89,100.17,25.4,103475.0,177.48
IMU3,22.64,1,-121.39,-12.03,-53.46,26.1,103558.0,184.27
IMU1,22.65,1,-132.73,-3.96,-0.32,25.8,103317.0,164.54
IMU2,22.65,1,36.56,9.9,100.31,25.4,103475.0,177.48
IMU3,22.65,1,-120.32,-11.9,-51.78,26.1,103558.0,184.27
IMU1,22.66,1,-132.4,-3.9,-0.33,25.8,103317.0,164.54
IMU2,22.66,1,36.47,9.91,100.44,25.4,103475.0,177.48
IMU3,22.66,1,-120.54,-11.85,-50.14,26.1,103558.0,184.27
IMU1,22.67,1,-132.07,-3.85,-0.38,25.8,103317.0,164.54
IMU2,22.67,1,36.38,9.91,100.58,25.4,103475.0,177.48
IMU3,22.67,1,-120.69,-12.47,-48.92,26.1,103558.0,184.27
IMU1,22.68,1,-131.75,-3.8,-0.41,25.8,103317.0,164.54
IMU2,22.68,1,36.29,9.92,100.71,25.4,103475.0,177.48
IMU3,22.68,1,-120.51,-13.04,-48.57,26.1,103558.0,184.27
IMU1,22.69,1,-131.44,-3.76,-0.45,25.8,103317.0,164.54
IMU2,22.69,1,36.2,9.93,100.85,25.4,103475.0,177.48
IMU3,22.69,1,-120.46,-13.72,-48.32,26.1,103558.0,184.27
IMU1,22.7,1,-131.13,-3.7,-0.48,25.8,103317.0,164.54
IMU2,22.7,1,36.12,9.94,100.98,25.4,103475.0,177.48
IMU3,22.7,1,-119.52,-15.35,-48.45,26.1,103558.0,184.27
IMU1,22.71,1,-130.82,-3.66,-0.51,25.8,103317.0,164.54
IMU2,22.71,1,36.03,9.94,101.11,25.4,103479.0,177.81
