imu,t,o,r,p,y,temp,press,alt
IMU1,28.771,1,-86.96,-2.04,-0.22,27.1,103319.0,164.7
IMU2,28.771,1,42.52,11.67,109.11,26.0,103484.0,178.22
IMU3,28.771,1,-105.53,0.41,-121.74,27.5,103555.0,184.02
IMU1,28.781,1,-86.97,-2.04,-0.22,27.1,103319.0,164.7
IMU2,28.781,1,42.52,11.67,109.09,26.0,103484.0,178.22
IMU3,28.781,1,-105.52,0.39,-121.71,27.5,103555.0,184.02
IMU1,28.791,1,-86.97,-2.05,-0.22,27.1,103319.0,164.7
IMU2,28.791,1,42.53,11.67,109.08,26.0,103484.0,178.22
IMU3,28.791,1,-105.5,0.38,-121.69,27.5,103555.0,184.02
IMU1,28.801,1,-86.98,-2.05,-0.22,27.1,103319.0,164.7
IMU2,28.801,1,42.54,11.67,109.07,26.0,103484.0,178.22
IMU3,28.801,1,-105.48,0.36,-121.66,27.5,103555.0,184.02
IMU1,28.811,1,-86.98,-2.05,-0.21,27.0,103320.0,164.78
IMU2,28.811,1,42.55,11.67,109.05,26.0,103482.0,178.05
IMU3,28.811,1,-105.47,0.34,-121.63,27.5,103554.0,183.94
IMU1,28.821,1,-86.99,-2.05,-0.21,27.0,103320.0,164.78
IMU2,28.821,1,42.55,11.67,109.04,26.0,103482.0,178.05
IMU3,28.821,1,-105.45,0.33,-121.61,27.5,103554.0,183.94
IMU1,28.831,1,-87.0,-2.05,-0.21,27.0,103320.0,164.78
IMU2,28.831,1,42.56,11.67,109.03,26.0,103482.0,178.05
IMU3,28.831,1,-105.43,0.31,-121.58,27.5,103554.0,183.94
IMU1,28.841,1,-87.0,-2.05,-0.21,27.0,103320.0,164.78
IMU2,28.841,1,42.57,11.67,109.01,26.0,103482.0,178.05
IMU3,28.841,1,-105.41,0.3,-121.56,27.5,103554.0,183.94
IMU1,28.851,1,-87.01,-2.05,-0.21,27.0,103320.0,164.78
IMU2,28.851,1,42.58,11.67,109.0,26.0,103482.0,178.05
IMU3,28.851,1,-105.4,0.28,-121.53,27.5,103554.0,183.94
IMU1,28.861,1,-87.02,-2.05,-0.21,27.0,103320.0,164.78
IMU2,28.861,1,42.58,11.67,108.98,26.0,103482.0,178.05
IMU3,28.861,1,-105.38,0.27,-121.51,27.5,103554.0,183.94
IMU1,28.871,1,-87.02,-2.05,-0.21,27.0,103320.0,164.78
IMU2,28.871,1,42.59,11.67,108.97,26.0,103482.0,178.05
IMU3,28.871,1,-105.37,0.25,-121.48,27.5,103554.0,183.94
IMU1,28.881,1,-87.03,-2.06,-0.2,27.0,103320.0,164.78
IMU2,28.881,1,42.6,11.67,108.96,26.0,103482.0,178.05
IMU3,28.881,1,-105.35,0.24,-121.45,27.5,103554.0,183.94
IMU1,28.891,1,-87.04,-2.06,-0.2,27.0,103320.0,164.78
IMU2,28.891,1,42.61,11.67,108.94,26.0,103482.0,178.05
IMU3,28.891,1,-105.34,0.22,-121.43,27.5,103554.0,183.94
IMU1,28.901,1,-87.04,-2.06,-0.2,27.0,103320.0,164.78
IMU2,28.901,1,42.62,11.67,108.93,26.0,103482.0,178.05
IMU3,28.901,1,-105.32,0.21,-121.4,27.5,103554.0,183.94
IMU1,28.911,1,-87.05,-2.06,-0.2,27.0,103324.0,165.11
IMU2,28.911,1,42.62,11.67,108.91,26.0,103477.0,177.64
IMU3,28.911,1,-105.31,0.19,-121.38,27.5,103555.0,184.02
IMU1,28.921,1,-87.05,-2.06,-0.2,27.0,103324.0,165.11
IMU2,28.921,1,42.63,11.67,108.9,26.0,103477.0,177.64
IMU3,28.921,1,-105.29,0.18,-121.35,27.5,103555.0,184.02
IMU1,28.931,1,-87.06,-2.06,-0.2,27.0,103324.0,165.11
IMU2,28.931,1,42.63,11.67,108.88,26.0,103477.0,177.64
IMU3,28.931,1,-105.27,0.16,-121.33,27.5,103555.0,184.02
IMU1,28.941,1,-87.06,-2.07,-0.2,27.0,103324.0,165.11
IMU2,28.941,1,42.64,11.67,108.87,26.0,103477.0,177.64
IMU3,28.941,1,-105.26,0.14,-121.3,27.5,103555.0,184.02
IMU1,28.951,1,-87.07,-2.07,-0.19,27.0,103324.0,165.11
IMU2,28.951,1,42.65,11.67,108.85,26.0,103477.0,177.64
IMU3,28.951,1,-105.24,0.13,-121.28,27.5,103555.0,184.02
IMU1,28.961,1,-87.07,-2.07,-0.19,27.0,103324.0,165.11
IMU2,28.961,1,42.65,11.67,108.84,26.0,103477.0,177.64
IMU3,28.961,1,-105.23,0.12,-121.25,27.5,103555.0,184.02
IMU1,28.971,1,-87.08,-2.07,-0.19,27.0,103324.0,165.11
IMU2,28.971,1,42.66,11.67,108.82,26.0,103477.0,177.64
IMU3,28.971,1,-105.21,0.1,-121.23,27.5,103555.0,184.02
IMU1,28.981,1,-87.09,-2.07,-0.19,27.0,103324.0,165.11
IMU2,28.981,1,42.67,11.67,108.81,26.0,103477.0,177.64
IMU3,28.981,1,-105.2,0.09,-121.2,27.5,103555.0,184.02
IMU1,28.991,1,-87.09,-2.08,-0.19,27.0,103324.0,165.11
IMU2,28.991,1,42.67,11.67,108.8,26.0,103477.0,177.64
IMU3,28.991,1,-105.18,0.07,-121.18,27.5,103555.0,184.02
IMU1,29.001,1,-87.1,-2.08,-0.19,27.0,103324.0,165.11
IMU2,29.001,1,42.68,11.67,108.78,26.0,103477.0,177.64
IMU3,29.001,1,-105.17,0.05,-121.15,27.5,103555.0,184.02
IMU1,29.011,1,-87.1,-2.08,-0.19,27.0,103317.0,164.54
IMU2,29.011,1,42.69,11.67,108.77,26.0,103475.0,177.48
IMU3,29.011,1,-105.15,0.04,-121.13,27.5,103554.0,183.94
IMU1,29.021,1,-87.11,-2.08,-0.18,27.0,103317.0,164.54
IMU2,29.021,1,42.7,11.67,108.75,26.0,103475.0,177.48
IMU3,29.021,1,-105.14,0.02,-121.1,27.5,103554.0,183.94
IMU1,29.031,1,-87.11,-2.08,-0.18,27.0,103317.0,164.54
IMU2,29.031,1,42.7,11.67,108.74,26.0,103475.0,177.48
IMU3,29.031,1,-105.12,0.01,-121.08,27.5,103554.0,183.94
IMU1,29.041,1,-87.12,-2.09,-0.18,27.0,103317.0,164.54
IMU2,29.041,1,42.71,11.67,108.72,26.0,103475.0,177.48
IMU3,29.041,1,-105.11,-0.01,-121.05,27.5,103554.0,183.94
IMU1,29.051,1,-87.12,-2.09,-0.18,27.0,103317.0,164.54
IMU2,29.051,1,42.71,11.67,108.71,26.0,103475.0,177.48
IMU3,29.051,1,-105.09,-0.02,-121.03,27.5,103554.0,183.94
IMU1,29.061,1,-87.13,-2.09,-0.18,27.0,103317.0,164.54
IMU2,29.061,1,42.72,11.67,108.69,26.0,103475.0,177.48
IMU3,29.061,1,-105.08,-0.03,-121.01,27.5,103554.0,183.94
IMU1,29.071,1,-87.13,-2.09,-0.18,27.0,103317.0,164.54
IMU2,29.071,1,42.73,11.67,108.68,26.0,103475.0,177.48
IMU3,29.071,1,-105.06,-0.05,-120.98,27.5,103554.0,183.94
IMU1,29.081,1,-87.14,-2.09,-0.17,27.0,103317.0,164.54
IMU2,29.081,1,42.73,11.67,108.66,26.0,103475.0,177.48
IMU3,29.081,1,-105.05,-0.06,-120.96,27.5,103554.0,183.94
IMU1,29.091,1,-87.15,-2.1,-0.17,27.0,103317.0,164.54
IMU2,29.091,1,42.74,11.67,108.65,26.0,103475.0,177.48
IMU3,29.091,1,-105.03,-0.08,-120.94,27.5,103554.0,183.94
IMU1,29.101,1,-87.15,-2.1,-0.17,27.0,103317.0,164.54
IMU2,29.101,1,42.75,11.67,108.63,26.0,103475.0,177.48
IMU3,29.101,1,-105.02,-0.09,-120.92,27.5,103554.0,183.94
IMU1,29.111,1,-87.16,-2.1,-0.17,27.0,103316.0,164.46
IMU2,29.111,1,42.75,11.67,108.62,26.0,103475.0,177.48
IMU3,29.111,1,-105.0,-0.11,-120.89,27.5,103553.0,183.86
IMU1,29.121,1,-87.17,-2.11,-0.17,27.0,103316.0,164.46
IMU2,29.121,1,42.76,11.67,108.6,26.0,103475.0,177.48
IMU3,29.121,1,-104.99,-0.12,-120.87,27.5,103553.0,183.86
IMU1,29.131,1,-87.17,-2.11,-0.17,27.0,103316.0,164.46
IMU2,29.131,1,42.77,11.67,108.59,26.0,103475.0,177.48
IMU3,29.131,1,-104.97,-0.14,-120.85,27.5,103553.0,183.86
IMU1,29.141,1,-87.18,-2.11,-0.17,27.0,103316.0,164.46
IMU2,29.141,1,42.77,11.67,108.57,26.0,103475.0,177.48
IMU3,29.141,1,-104.96,-0.15,-120.82,27.5,103553.0,183.86
IMU1,29.151,1,-87.18,-2.11,-0.16,27.0,103316.0,164.46
IMU2,29.151,1,42.78,11.68,108.55,26.0,103475.0,177.48
IMU3,29.151,1,-104.94,-0.17,-120.8,27.5,103553.0,183.86
IMU1,29.161,1,-87.19,-2.11,-0.16,27.0,103316.0,164.46
IMU2,29.161,1,42.78,11.68,108.54,26.0,103475.0,177.48
IMU3,29.161,1,-104.93,-0.19,-120.78,27.5,103553.0,183.86
IMU1,29.171,1,-87.19,-2.12,-0.16,27.0,103316.0,164.46
IMU2,29.171,1,42.79,11.68,108.52,26.0,103475.0,177.48
IMU3,29.171,1,-104.91,-0.2,-120.75,27.5,103553.0,183.86
IMU1,29.181,1,-87.2,-2.12,-0.16,27.0,103316.0,164.46
IMU2,29.181,1,42.8,11.68,108.51,26.0,103475.0,177.48
IMU3,29.181,1,-104.9,-0.21,-120.73,27.5,103553.0,183.86
IMU1,29.191,1,-87.2,-2.12,-0.16,27.0,103316.0,164.46
IMU2,29.191,1,42.81,11.68,108.49,26.0,103475.0,177.48
IMU3,29.191,1,-104.88,-0.23,-120.7,27.5,103553.0,183.86
IMU1,29.201,1,-87.21,-2.12,-0.16,27.0,103316.0,164.46
IMU2,29.201,1,42.81,11.68,108.48,26.0,103475.0,177.48
IMU3,29.201,1,-104.87,-0.24,-120.68,27.5,103553.0,183.86
IMU1,29.211,1,-87.21,-2.13,-0.16,27.0,103322.0,164.95
IMU2,29.211,1,42.82,11.68,108.46,26.0,103482.0,178.05
IMU3,29.211,1,-104.86,-0.26,-120.66,27.5,103550.0,183.62
IMU1,29.221,1,-87.22,-2.13,-0.16,27.0,103322.0,164.95
IMU2,29.221,1,42.83,11.68,108.45,26.0,103482.0,178.05
IMU3,29.221,1,-104.84,-0.27,-120.63,27.5,103550.0,183.62
IMU1,29.231,1,-87.22,-2.13,-0.15,27.0,103322.0,164.95
IMU2,29.231,1,42.83,11.68,108.43,26.0,103482.0,178.05
IMU3,29.231,1,-104.83,-0.29,-120.61,27.5,103550.0,183.62
IMU1,29.241,1,-87.23,-2.13,-0.15,27.0,103322.0,164.95
IMU2,29.241,1,42.84,11.68,108.42,26.0,103482.0,178.05
IMU3,29.241,1,-104.82,-0.3,-120.59,27.5,103550.0,183.62
IMU1,29.251,1,-87.23,-2.14,-0.15,27.0,103322.0,164.95
IMU2,29.251,1,42.85,11.68,108.4,26.0,103482.0,178.05
IMU3,29.251,1,-104.8,-0.32,-120.57,27.5,103550.0,183.62
IMU1,29.261,1,-87.23,-2.14,-0.15,27.0,103322.0,164.95
IMU2,29.261,1,42.85,11.69,108.39,26.0,103482.0,178.05
IMU3,29.261,1,-104.79,-0.33,-120.55,27.5,103550.0,183.62
IMU1,29.271,1,-87.24,-2.14,-0.15,27.0,103322.0,164.95
IMU2,29.271,1,42.86,11.69,108.37,26.0,103482.0,178.05
IMU3,29.271,1,-104.77,-0.35,-120.53,27.5,103550.0,183.62
IMU1,29.281,1,-87.24,-2.15,-0.15,27.0,103322.0,164.95
IMU2,29.281,1,42.87,11.69,108.36,26.0,103482.0,178.05
IMU3,29.281,1,-104.76,-0.37,-120.51,27.5,103550.0,183.62
IMU1,29.291,1,-87.25,-2.15,-0.15,27.0,103322.0,164.95
IMU2,29.291,1,42.87,11.69,108.34,26.0,103482.0,178.05
IMU3,29.291,1,-104.75,-0.38,-120.48,27.5,103550.0,183.62
IMU1,29.301,1,-87.25,-2.15,-0.15,27.0,103322.0,164.95
IMU2,29.301,1,42.88,11.69,108.33,26.0,103482.0,178.05
IMU3,29.301,1,-104.73,-0.39,-120.46,27.5,103550.0,183.62
IMU1,29.311,1,-87.26,-2.16,-0.14,27.0,103318.0,164.62
IMU2,29.311,1,42.88,11.69,108.31,26.0,103482.0,178.05
IMU3,29.311,1,-104.72,-0.41,-120.44,27.5,103555.0,184.02
IMU1,29.321,1,-87.26,-2.16,-0.14,27.0,103318.0,164.62
IMU2,29.321,1,42.89,11.69,108.29,26.0,103482.0,178.05
IMU3,29.321,1,-104.71,-0.42,-120.41,27.5,103555.0,184.02
IMU1,29.331,1,-87.26,-2.16,-0.14,27.0,103318.0,164.62
IMU2,29.331,1,42.9,11.7,108.28,26.0,103482.0,178.05
IMU3,29.331,1,-104.69,-0.43,-120.39,27.5,103555.0,184.02
IMU1,29.341,1,-87.27,-2.16,-0.14,27.0,103318.0,164.62
IMU2,29.341,1,42.91,11.7,108.26,26.0,103482.0,178.05
IMU3,29.341,1,-104.68,-0.44,-120.36,27.5,103555.0,184.02
IMU1,29.351,1,-87.27,-2.17,-0.14,27.0,103318.0,164.62
IMU2,29.351,1,42.91,11.7,108.25,26.0,103482.0,178.05
IMU3,29.351,1,-104.67,-0.46,-120.34,27.5,103555.0,184.02
IMU1,29.361,1,-87.28,-2.17,-0.14,27.0,103318.0,164.62
IMU2,29.361,1,42.92,11.7,108.23,26.0,103482.0,178.05
IMU3,29.361,1,-104.66,-0.47,-120.31,27.5,103555.0,184.02
IMU1,29.371,1,-87.28,-2.18,-0.14,27.0,103318.0,164.62
IMU2,29.371,1,42.93,11.7,108.22,26.0,103482.0,178.05
IMU3,29.371,1,-104.65,-0.48,-120.28,27.5,103555.0,184.02
IMU1,29.381,1,-87.29,-2.18,-0.14,27.0,103318.0,164.62
IMU2,29.381,1,42.93,11.71,108.2,26.0,103482.0,178.05
IMU3,29.381,1,-104.64,-0.49,-120.25,27.5,103555.0,184.02
IMU1,29.391,1,-87.29,-2.18,-0.14,27.0,103318.0,164.62
IMU2,29.391,1,42.94,11.71,108.19,26.0,103482.0,178.05
IMU3,29.391,1,-104.62,-0.5,-120.22,27.5,103555.0,184.02
IMU1,29.401,1,-87.3,-2.19,-0.13,27.0,103318.0,164.62
IMU2,29.401,1,42.95,11.71,108.17,26.0,103482.0,178.05
IMU3,29.401,1,-104.61,-0.51,-120.2,27.5,103555.0,184.02
IMU1,29.411,1,-87.3,-2.19,-0.13,27.0,103319.0,164.7
IMU2,29.411,1,42.95,11.71,108.16,26.0,103481.0,177.97
IMU3,29.411,1,-104.6,-0.53,-120.18,27.5,103555.0,184.02
IMU1,29.421,1,-87.31,-2.19,-0.13,27.0,103319.0,164.7
IMU2,29.421,1,42.96,11.71,108.14,26.0,103481.0,177.97
IMU3,29.421,1,-104.59,-0.54,-120.15,27.5,103555.0,184.02
IMU1,29.431,1,-87.32,-2.2,-0.13,27.0,103319.0,164.7
IMU2,29.431,1,42.97,11.71,108.12,26.0,103481.0,177.97
IMU3,29.431,1,-104.57,-0.55,-120.13,27.5,103555.0,184.02
IMU1,29.441,1,-87.32,-2.2,-0.13,27.0,103319.0,164.7
IMU2,29.441,1,42.97,11.71,108.11,26.0,103481.0,177.97
IMU3,29.441,1,-104.56,-0.57,-120.11,27.5,103555.0,184.02
IMU1,29.451,1,-87.33,-2.21,-0.13,27.0,103319.0,164.7
IMU2,29.451,1,42.98,11.71,108.09,26.0,103481.0,177.97
IMU3,29.451,1,-104.55,-0.58,-120.09,27.5,103555.0,184.02
IMU1,29.461,1,-87.33,-2.21,-0.13,27.0,103319.0,164.7
IMU2,29.461,1,42.98,11.71,108.08,26.0,103481.0,177.97
IMU3,29.461,1,-104.54,-0.59,-120.06,27.5,103555.0,184.02
IMU1,29.471,1,-87.33,-2.21,-0.13,27.0,103319.0,164.7
IMU2,29.471,1,42.99,11.72,108.06,26.0,103481.0,177.97
IMU3,29.471,1,-104.53,-0.6,-120.04,27.5,103555.0,184.02
IMU1,29.481,1,-87.34,-2.22,-0.13,27.0,103319.0,164.7
IMU2,29.481,1,43.0,11.72,108.04,26.0,103481.0,177.97
IMU3,29.481,1,-104.52,-0.61,-120.01,27.5,103555.0,184.02
IMU1,29.491,1,-87.34,-2.22,-0.13,27.0,103319.0,164.7
IMU2,29.491,1,43.0,11.72,108.03,26.0,103481.0,177.97
IMU3,29.491,1,-104.51,-0.62,-119.98,27.5,103555.0,184.02
IMU1,29.501,1,-87.34,-2.22,-0.13,27.0,103319.0,164.7
IMU2,29.501,1,43.01,11.72,108.01,26.0,103481.0,177.97
IMU3,29.501,1,-104.5,-0.64,-119.96,27.5,103555.0,184.02
IMU1,29.511,1,-87.35,-2.22,-0.12,27.0,103321.0,164.87
IMU2,29.511,1,43.02,11.72,108.0,26.0,103473.0,177.32
IMU3,29.511,1,-104.48,-0.65,-119.93,27.4,103554.0,183.94
IMU1,29.521,1,-87.35,-2.23,-0.12,27.0,103321.0,164.87
IMU2,29.521,1,43.02,11.72,107.98,26.0,103473.0,177.32
IMU3,29.521,1,-104.47,-0.66,-119.9,27.4,103554.0,183.94
IMU1,29.531,1,-87.36,-2.23,-0.12,27.0,103321.0,164.87
IMU2,29.531,1,43.03,11.72,107.96,26.0,103473.0,177.32
IMU3,29.531,1,-104.46,-0.67,-119.88,27.4,103554.0,183.94
IMU1,29.541,1,-87.36,-2.24,-0.12,27.0,103321.0,164.87
IMU2,29.541,1,43.03,11.72,107.95,26.0,103473.0,177.32
IMU3,29.541,1,-104.45,-0.68,-119.85,27.4,103554.0,183.94
IMU1,29.551,1,-87.36,-2.24,-0.12,27.0,103321.0,164.87
IMU2,29.551,1,43.04,11.72,107.93,26.0,103473.0,177.32
IMU3,29.551,1,-104.44,-0.69,-119.82,27.4,103554.0,183.94
IMU1,29.561,1,-87.37,-2.24,-0.12,27.0,103321.0,164.87
IMU2,29.561,1,43.05,11.72,107.92,26.0,103473.0,177.32
IMU3,29.561,1,-104.43,-0.7,-119.8,27.4,103554.0,183.94
IMU1,29.571,1,-87.37,-2.25,-0.12,27.0,103321.0,164.87
IMU2,29.571,1,43.05,11.72,107.9,26.0,103473.0,177.32
IMU3,29.571,1,-104.42,-0.71,-119.77,27.4,103554.0,183.94
IMU1,29.581,1,-87.38,-2.25,-0.12,27.0,103321.0,164.87
IMU2,29.581,1,43.06,11.73,107.88,26.0,103473.0,177.32
IMU3,29.581,1,-104.4,-0.73,-119.75,27.4,103554.0,183.94
IMU1,29.591,1,-87.38,-2.25,-0.12,27.0,103321.0,164.87
IMU2,29.591,1,43.06,11.73,107.87,26.0,103473.0,177.32
IMU3,29.591,1,-104.39,-0.74,-119.72,27.4,103554.0,183.94
IMU1,29.601,1,-87.39,-2.26,-0.12,27.0,103321.0,164.87
IMU2,29.601,1,43.07,11.73,107.85,26.0,103473.0,177.32
IMU3,29.601,1,-104.38,-0.75,-119.7,27.4,103554.0,183.94
IMU1,29.611,1,-87.39,-2.26,-0.11,27.0,103314.0,164.29
IMU2,29.611,1,43.07,11.73,107.83,26.0,103479.0,177.81
IMU3,29.611,1,-104.37,-0.76,-119.67,27.4,103553.0,183.86
IMU1,29.621,1,-87.39,-2.26,-0.11,27.0,103314.0,164.29
IMU2,29.621,1,43.08,11.73,107.82,26.0,103479.0,177.81
IMU3,29.621,1,-104.36,-0.77,-119.64,27.4,103553.0,183.86
IMU1,29.631,1,-87.4,-2.27,-0.11,27.0,103314.0,164.29
IMU2,29.631,1,43.09,11.73,107.8,26.0,103479.0,177.81
IMU3,29.631,1,-104.35,-0.78,-119.62,27.4,103553.0,183.86
IMU1,29.641,1,-87.4,-2.27,-0.11,27.0,103314.0,164.29
IMU2,29.641,1,43.09,11.74,107.79,26.0,103479.0,177.81
IMU3,29.641,1,-104.34,-0.79,-119.59,27.4,103553.0,183.86
IMU1,29.651,1,-87.4,-2.27,-0.11,27.0,103314.0,164.29
IMU2,29.651,1,43.1,11.74,107.77,26.0,103479.0,177.81
IMU3,29.651,1,-104.33,-0.8,-119.56,27.4,103553.0,183.86
IMU1,29.661,1,-87.41,-2.28,-0.11,27.0,103314.0,164.29
IMU2,29.661,1,43.1,11.74,107.75,26.0,103479.0,177.81
IMU3,29.661,1,-104.32,-0.81,-119.53,27.4,103553.0,183.86
IMU1,29.671,1,-87.41,-2.28,-0.11,27.0,103314.0,164.29
IMU2,29.671,1,43.11,11.74,107.74,26.0,103479.0,177.81
IMU3,29.671,1,-104.31,-0.82,-119.51,27.4,103553.0,183.86
IMU1,29.681,1,-87.41,-2.28,-0.11,27.0,103314.0,164.29
IMU2,29.681,1,43.12,11.74,107.72,26.0,103479.0,177.81
IMU3,29.681,1,-104.3,-0.83,-119.48,27.4,103553.0,183.86
IMU1,29.691,1,-87.42,-2.29,-0.11,27.0,103314.0,164.29
IMU2,29.691,1,43.12,11.74,107.7,26.0,103479.0,177.81
IMU3,29.691,1,-104.29,-0.85,-119.46,27.4,103553.0,183.86
IMU1,29.701,1,-87.42,-2.29,-0.11,27.0,103314.0,164.29
IMU2,29.701,1,43.13,11.75,107.69,26.0,103479.0,177.81
IMU3,29.701,1,-104.28,-0.86,-119.43,27.4,103553.0,183.86
IMU1,29.711,1,-87.42,-2.3,-0.11,27.0,103320.0,164.78
IMU2,29.711,1,43.14,11.75,107.67,26.0,103481.0,177.97
IMU3,29.711,1,-104.27,-0.87,-119.41,27.4,103557.0,184.19
IMU1,29.721,1,-87.42,-2.3,-0.11,27.0,103320.0,164.78
IMU2,29.721,1,43.14,11.75,107.66,26.0,103481.0,177.97
IMU3,29.721,1,-104.26,-0.88,-119.38,27.4,103557.0,184.19
IMU1,29.731,1,-87.43,-2.3,-0.1,27.0,103320.0,164.78
IMU2,29.731,1,43.15,11.75,107.64,26.0,103481.0,177.97
IMU3,29.731,1,-104.25,-0.89,-119.35,27.4,103557.0,184.19
IMU1,29.741,1,-87.43,-2.31,-0.1,27.0,103320.0,164.78
IMU2,29.741,1,43.16,11.75,107.62,26.0,103481.0,177.97
IMU3,29.741,1,-104.24,-0.9,-119.33,27.4,103557.0,184.19
IMU1,29.751,1,-87.44,-2.31,-0.1,27.0,103320.0,164.78
IMU2,29.751,1,43.16,11.75,107.61,26.0,103481.0,177.97
IMU3,29.751,1,-104.23,-0.91,-119.3,27.4,103557.0,184.19
IMU1,29.761,1,-87.44,-2.32,-0.1,27.0,103320.0,164.78
IMU2,29.761,1,43.17,11.75,107.59,26.0,103481.0,177.97
IMU3,29.761,1,-104.22,-0.92,-119.27,27.4,103557.0,184.19
IMU1,29.771,1,-87.44,-2.32,-0.1,27.0,103320.0,164.78
IMU2,29.771,1,43.18,11.75,107.58,26.0,103481.0,177.97
IMU3,29.771,1,-104.21,-0.93,-119.25,27.4,103557.0,184.19
IMU1,29.781,1,-87.44,-2.32,-0.1,27.0,103320.0,164.78
IMU2,29.781,1,43.18,11.76,107.56,26.0,103481.0,177.97
IMU3,29.781,1,-104.2,-0.94,-119.22,27.4,103557.0,184.19
IMU1,29.791,1,-87.45,-2.32,-0.1,27.0,103320.0,164.78
IMU2,29.791,1,43.19,11.76,107.54,26.0,103481.0,177.97
IMU3,29.791,1,-104.2,-0.95,-119.19,27.4,103557.0,184.19
IMU1,29.801,1,-87.45,-2.33,-0.1,27.0,103320.0,164.78
IMU2,29.801,1,43.19,11.76,107.53,26.0,103481.0,177.97
IMU3,29.801,1,-104.19,-0.96,-119.17,27.4,103557.0,184.19
IMU1,29.811,1,-87.45,-2.33,-0.1,26.9,103317.0,164.54
IMU2,29.811,1,43.2,11.76,107.51,26.1,103482.0,178.05
IMU3,29.811,1,-104.18,-0.97,-119.14,27.4,103551.0,183.7
IMU1,29.821,1,-87.45,-2.33,-0.1,26.9,103317.0,164.54
IMU2,29.821,1,43.21,11.77,107.49,26.1,103482.0,178.05
IMU3,29.821,1,-104.17,-0.98,-119.12,27.4,103551.0,183.7
IMU1,29.831,1,-87.46,-2.34,-0.1,26.9,103317.0,164.54
IMU2,29.831,1,43.21,11.77,107.48,26.1,103482.0,178.05
IMU3,29.831,1,-104.16,-0.99,-119.09,27.4,103551.0,183.7
IMU1,29.841,1,-87.46,-2.34,-0.1,26.9,103317.0,164.54
IMU2,29.841,1,43.22,11.77,107.46,26.1,103482.0,178.05
IMU3,29.841,1,-104.15,-1.0,-119.07,27.4,103551.0,183.7
IMU1,29.851,1,-87.46,-2.34,-0.09,26.9,103317.0,164.54
IMU2,29.851,1,43.22,11.77,107.45,26.1,103482.0,178.05
IMU3,29.851,1,-104.14,-1.01,-119.05,27.4,103551.0,183.7
IMU1,29.861,1,-87.47,-2.35,-0.09,26.9,103317.0,164.54
IMU2,29.861,1,43.22,11.77,107.43,26.1,103482.0,178.05
IMU3,29.861,1,-104.13,-1.02,-119.02,27.4,103551.0,183.7
IMU1,29.871,1,-87.47,-2.35,-0.09,26.9,103317.0,164.54
IMU2,29.871,1,43.23,11.77,107.41,26.1,103482.0,178.05
IMU3,29.871,1,-104.12,-1.03,-119.0,27.4,103551.0,183.7
IMU1,29.881,1,-87.47,-2.35,-0.09,26.9,103317.0,164.54
IMU2,29.881,1,43.23,11.77,107.4,26.1,103482.0,178.05
IMU3,29.881,1,-104.11,-1.04,-118.98,27.4,103551.0,183.7
IMU1,29.891,1,-87.48,-2.36,-0.09,26.9,103317.0,164.54
IMU2,29.891,1,43.24,11.78,107.38,26.1,103482.0,178.05
IMU3,29.891,1,-104.1,-1.05,-118.95,27.4,103551.0,183.7
IMU1,29.901,1,-87.48,-2.36,-0.09,26.9,103317.0,164.54
IMU2,29.901,1,43.24,11.78,107.36,26.1,103482.0,178.05
IMU3,29.901,1,-104.09,-1.06,-118.93,27.4,103551.0,183.7
IMU1,29.911,1,-87.48,-2.36,-0.09,26.9,103319.0,164.7
IMU2,29.911,1,43.25,11.78,107.35,26.1,103480.0,177.89
IMU3,29.911,1,-104.08,-1.07,-118.9,27.4,103562.0,184.6
IMU1,29.921,1,-87.48,-2.37,-0.09,26.9,103319.0,164.7
IMU2,29.921,1,43.25,11.78,107.33,26.1,103480.0,177.89
IMU3,29.921,1,-104.08,-1.08,-118.88,27.4,103562.0,184.6
IMU1,29.931,1,-87.49,-2.37,-0.09,26.9,103319.0,164.7
IMU2,29.931,1,43.26,11.78,107.31,26.1,103480.0,177.89
IMU3,29.931,1,-104.07,-1.09,-118.86,27.4,103562.0,184.6
IMU1,29.941,1,-87.49,-2.37,-0.09,26.9,103319.0,164.7
IMU2,29.941,1,43.26,11.79,107.3,26.1,103480.0,177.89
IMU3,29.941,1,-104.06,-1.1,-118.83,27.4,103562.0,184.6
IMU1,29.951,1,-87.49,-2.38,-0.09,26.9,103319.0,164.7
IMU2,29.951,1,43.27,11.79,107.28,26.1,103480.0,177.89
IMU3,29.951,1,-104.05,-1.11,-118.81,27.4,103562.0,184.6
IMU1,29.961,1,-87.5,-2.38,-0.08,26.9,103319.0,164.7
IMU2,29.961,1,43.27,11.79,107.27,26.1,103480.0,177.89
IMU3,29.961,1,-104.04,-1.12,-118.78,27.4,103562.0,184.6
IMU1,29.971,1,-87.5,-2.38,-0.08,26.9,103319.0,164.7
IMU2,29.971,1,43.28,11.79,107.25,26.1,103480.0,177.89
IMU3,29.971,1,-104.04,-1.13,-118.76,27.4,103562.0,184.6
IMU1,29.981,1,-87.5,-2.39,-0.08,26.9,103319.0,164.7
IMU2,29.981,1,43.28,11.8,107.23,26.1,103480.0,177.89
IMU3,29.981,1,-104.03,-1.14,-118.73,27.4,103562.0,184.6
IMU1,29.991,1,-87.51,-2.39,-0.08,26.9,103319.0,164.7
IMU2,29.991,1,43.29,11.8,107.22,26.1,103480.0,177.89
